Date,Product Category,Product Name,Region,Sales Rep,Quantity,Unit Price,Discount,Revenue,Cost,Profit,Customer ID,Order ID
2023-09-17,Electronics,Camera,Central,Alice Johnson,18,27.66,0.05,471.27,223.48,247.8,CUST4397,ORD89072
2023-06-18,Books,History,Central,Alice Johnson,6,852.56,0.24,3896.6,1766.07,2130.52,CUST3281,ORD76992
2023-07-02,Clothing,Jacket,East,David Brown,6,989.45,0.27,4337.13,1893.32,2443.81,CUST8112,ORD58120
2024-07-05,Books,Fiction,Central,Bob Smith,3,796.8,0.04,2296.34,1212.74,1083.59,CUST6672,ORD30679
2023-10-24,Books,Non-Fiction,South,Carol Davis,15,278.53,0.26,3102.37,2002.04,1100.33,CUST5674,ORD56950
2023-07-27,Electronics,Phone,Central,Alice Johnson,5,466.48,0.13,2038.27,1176.73,861.54,CUST7402,ORD75486
2024-03-15,Sports,Basketball,West,Eve Wilson,13,355.16,0.11,4120.56,1802.23,2318.33,CUST5558,ORD77743
2023-04-03,Books,Fiction,South,David Brown,8,694.83,0.3,3897.12,1595.68,2301.44,CUST9155,ORD73658
2023-12-22,Electronics,Phone,Central,Alice Johnson,3,910.43,0.3,1924.64,1227.8,696.84,CUST4576,ORD73802
2023-04-18,Books,History,North,Eve Wilson,18,234.96,0.29,2985.24,1988.16,997.08,CUST7732,ORD71721
2024-08-08,Home,Decor,East,Alice Johnson,11,103.41,0.1,1021.48,515.84,505.63,CUST6510,ORD53731
2023-02-09,Clothing,Jacket,South,Carol Davis,11,15.79,0.03,168.02,69.97,98.05,CUST2907,ORD42407
2023-11-01,Electronics,Tablet,South,Bob Smith,14,258.81,0.08,3331.83,2066.9,1264.93,CUST1981,ORD48199
2024-08-14,Sports,Golf,South,Bob Smith,16,348.5,0.03,5387.02,2928.06,2458.96,CUST2404,ORD21051
2024-12-31,Clothing,Jacket,Central,David Brown,16,177.03,0.21,2239.39,1256.95,982.44,CUST7431,ORD53203
2024-07-16,Electronics,Headphones,East,David Brown,1,751.88,0.25,562.1,266.68,295.42,CUST6400,ORD14715
2023-06-11,Home,Kitchen,South,Eve Wilson,14,261.85,0.26,2697.86,1676.36,1021.51,CUST3606,ORD96792
2024-04-07,Clothing,Jacket,South,David Brown,10,303.92,0.3,2141.77,1352.02,789.74,CUST6125,ORD97302
2024-07-11,Home,Kitchen,South,Carol Davis,11,483.43,0.25,3993.53,1605.07,2388.46,CUST9367,ORD70650
2024-01-11,Books,Non-Fiction,West,Alice Johnson,15,599.61,0.1,8068.62,5632.13,2436.49,CUST9664,ORD75548
2024-08-29,Home,Decor,East,Alice Johnson,2,235.38,0.28,339.83,159.02,180.81,CUST9160,ORD73284
2024-04-14,Sports,Soccer,West,Carol Davis,5,307.74,0.3,1083.59,457.53,626.05,CUST8811,ORD84571
2024-11-05,Sports,Tennis,West,Alice Johnson,14,675.25,0.12,8358.86,3375.15,4983.71,CUST9432,ORD87346
2024-08-27,Sports,Soccer,West,Carol Davis,19,31.26,0.0,592.08,302.74,289.34,CUST7930,ORD51806
2023-11-11,Sports,Basketball,West,Bob Smith,5,215.64,0.03,1048.72,503.86,544.86,CUST6870,ORD81809
2024-02-24,Books,Biography,Central,David Brown,18,474.04,0.23,6552.62,4225.21,2327.42,CUST7068,ORD40815
2024-08-01,Home,Furniture,West,Carol Davis,12,380.08,0.12,4013.87,2704.92,1308.94,CUST4557,ORD97319
2024-08-30,Clothing,Jacket,North,Bob Smith,8,706.07,0.26,4178.29,2145.43,2032.86,CUST1926,ORD94637
2024-06-25,Home,Kitchen,East,Bob Smith,13,105.73,0.15,1169.2,776.48,392.73,CUST2776,ORD77196
2024-09-24,Books,History,North,David Brown,6,866.73,0.29,3715.07,2574.26,1140.81,CUST4998,ORD86877
2024-03-13,Sports,Football,South,Carol Davis,11,816.77,0.02,8841.03,5222.83,3618.2,CUST7620,ORD60131
2024-09-27,Sports,Basketball,North,Carol Davis,15,525.54,0.1,7071.55,4618.12,2453.44,CUST3281,ORD73613
2023-01-14,Clothing,Jacket,Central,Carol Davis,11,780.41,0.02,8434.84,4597.03,3837.8,CUST5039,ORD34280
2024-12-15,Clothing,Hat,Central,Carol Davis,12,487.73,0.27,4268.73,1983.93,2284.8,CUST8291,ORD12247
2023-06-21,Home,Garden,West,Carol Davis,12,664.31,0.03,7755.53,4625.72,3129.81,CUST8854,ORD22698
2023-12-13,Books,Science,West,Alice Johnson,13,483.22,0.24,4784.92,2299.29,2485.63,CUST7485,ORD52490
2024-03-23,Books,Fiction,Central,Eve Wilson,17,879.48,0.15,12764.56,6032.43,6732.13,CUST5693,ORD84666
2024-05-16,Clothing,Jacket,West,Alice Johnson,9,37.67,0.26,252.2,147.67,104.53,CUST2961,ORD61478
2023-04-06,Home,Decor,North,David Brown,20,758.31,0.23,11659.37,4827.95,6831.41,CUST4337,ORD51002
2024-05-12,Books,Fiction,Central,Bob Smith,10,690.23,0.08,6315.7,3363.34,2952.36,CUST6452,ORD69323
2023-07-01,Clothing,Jeans,South,Eve Wilson,15,473.76,0.19,5785.17,2509.13,3276.04,CUST4824,ORD78486
2023-05-06,Home,Appliances,West,Eve Wilson,9,418.55,0.01,3727.01,1788.24,1938.77,CUST1176,ORD74619
2023-03-14,Sports,Basketball,South,Eve Wilson,20,592.27,0.3,8330.86,3446.58,4884.29,CUST8968,ORD23941
2024-05-11,Clothing,Jeans,North,David Brown,19,99.49,0.27,1374.18,701.51,672.67,CUST2070,ORD42772
2024-06-16,Electronics,Phone,Central,Carol Davis,14,556.07,0.23,5997.5,2979.88,3017.62,CUST8582,ORD54674
2023-05-19,Home,Kitchen,East,Eve Wilson,18,839.51,0.26,11174.9,6389.99,4784.91,CUST8512,ORD23826
2024-02-15,Sports,Tennis,West,Carol Davis,19,553.23,0.2,8380.39,4622.33,3758.06,CUST4200,ORD64317
2023-08-04,Electronics,Phone,East,Carol Davis,13,409.08,0.04,5109.8,2263.63,2846.17,CUST6398,ORD42305
2023-09-13,Books,Science,South,Alice Johnson,13,737.16,0.07,8869.13,3674.8,5194.33,CUST8171,ORD43648
2024-09-07,Books,Biography,East,Carol Davis,3,56.35,0.25,127.17,68.0,59.17,CUST6411,ORD48425
2023-12-29,Books,Science,West,Carol Davis,4,719.54,0.22,2233.75,915.84,1317.91,CUST8840,ORD21918
2024-08-08,Books,Fiction,West,Alice Johnson,10,579.59,0.26,4264.43,2095.61,2168.82,CUST8348,ORD16379
2024-01-27,Clothing,Jeans,East,Carol Davis,1,808.35,0.15,683.47,370.69,312.79,CUST7587,ORD18757
2023-12-26,Sports,Golf,North,Alice Johnson,20,549.43,0.03,10689.89,6372.44,4317.45,CUST9443,ORD22130
2023-04-16,Clothing,Shoes,West,David Brown,1,267.77,0.05,254.76,141.91,112.85,CUST9666,ORD98556
2023-05-15,Electronics,Laptop,East,Carol Davis,17,634.5,0.11,9564.63,4468.29,5096.35,CUST3984,ORD22910
2024-09-10,Electronics,Headphones,Central,David Brown,10,174.14,0.07,1625.48,1094.75,530.74,CUST6825,ORD86847
2024-08-08,Electronics,Headphones,West,Eve Wilson,4,129.89,0.18,428.18,229.91,198.27,CUST5953,ORD89368
2023-11-08,Home,Furniture,Central,Alice Johnson,8,281.98,0.1,2027.47,1123.79,903.68,CUST9708,ORD42132
2024-02-28,Electronics,Tablet,West,David Brown,18,319.65,0.05,5488.66,2786.05,2702.6,CUST1787,ORD84718
2024-10-18,Electronics,Camera,West,Alice Johnson,16,818.12,0.25,9877.15,5902.22,3974.92,CUST6721,ORD21805
2024-02-15,Sports,Golf,Central,Alice Johnson,18,71.6,0.02,1258.3,562.86,695.44,CUST5959,ORD71931
2023-12-18,Books,Fiction,West,David Brown,1,397.13,0.19,322.1,148.52,173.57,CUST3770,ORD49664
2023-05-14,Books,History,Central,Eve Wilson,1,633.36,0.24,482.07,279.01,203.05,CUST2423,ORD27820
2024-03-17,Electronics,Laptop,East,Carol Davis,14,926.77,0.06,12162.27,5839.74,6322.53,CUST8571,ORD91050
2023-12-07,Books,Biography,North,Alice Johnson,10,805.51,0.28,5797.92,2598.78,3199.15,CUST2854,ORD96163
2024-10-01,Electronics,Tablet,South,Eve Wilson,5,203.96,0.23,790.26,365.69,424.57,CUST4485,ORD17928
2024-03-22,Clothing,Jacket,Central,David Brown,19,658.83,0.15,10669.09,7317.67,3351.42,CUST7404,ORD36548
2024-10-23,Sports,Soccer,Central,Eve Wilson,9,730.48,0.01,6534.58,4458.73,2075.85,CUST3566,ORD70833
2023-01-20,Clothing,Hat,North,Eve Wilson,8,324.7,0.3,1825.53,1050.58,774.95,CUST6185,ORD83999
2024-07-29,Electronics,Phone,East,David Brown,16,863.54,0.09,12536.12,6438.51,6097.61,CUST1381,ORD61642
2024-03-02,Sports,Tennis,West,Eve Wilson,5,974.25,0.12,4296.15,2098.66,2197.49,CUST7688,ORD44433
2024-01-27,Sports,Football,North,David Brown,2,355.36,0.2,565.33,235.98,329.35,CUST9622,ORD41628
2024-01-15,Electronics,Tablet,North,Eve Wilson,17,508.72,0.08,7996.45,3241.05,4755.39,CUST9584,ORD61943
2024-10-31,Clothing,Hat,North,Eve Wilson,2,886.28,0.21,1407.87,649.45,758.42,CUST7067,ORD82304
2023-03-31,Electronics,Laptop,Central,Eve Wilson,3,371.0,0.28,800.42,408.28,392.14,CUST4626,ORD98272
2024-09-05,Home,Decor,East,Alice Johnson,14,705.99,0.27,7254.09,4711.7,2542.39,CUST4374,ORD88644
2023-06-28,Books,History,East,David Brown,9,49.37,0.02,434.49,281.2,153.29,CUST8168,ORD43383
2023-02-18,Home,Appliances,Central,Alice Johnson,9,569.39,0.02,5024.75,3269.23,1755.52,CUST4952,ORD87521
2024-09-16,Sports,Tennis,Central,Alice Johnson,14,759.12,0.15,9070.97,4778.59,4292.37,CUST5032,ORD90798
2023-01-28,Books,Non-Fiction,Central,Carol Davis,3,973.2,0.26,2163.31,988.05,1175.26,CUST8969,ORD82821
2024-09-30,Electronics,Phone,Central,Eve Wilson,16,291.16,0.27,3399.74,2045.01,1354.74,CUST6706,ORD22240
2023-12-24,Clothing,Hat,South,Carol Davis,7,950.16,0.24,5077.17,2590.96,2486.21,CUST7920,ORD12117
2023-05-17,Clothing,T-Shirt,Central,Alice Johnson,14,881.57,0.11,11002.0,6078.92,4923.08,CUST5856,ORD55526
2024-04-16,Books,History,Central,Bob Smith,10,471.94,0.16,3969.06,2540.63,1428.43,CUST8985,ORD58849
2023-11-21,Sports,Tennis,South,Eve Wilson,8,679.96,0.21,4310.08,2523.38,1786.69,CUST7631,ORD92116
2023-05-27,Home,Kitchen,North,Eve Wilson,3,847.55,0.13,2205.71,1388.31,817.4,CUST4142,ORD81174
2024-06-01,Clothing,Shoes,North,Bob Smith,13,117.22,0.07,1417.67,613.59,804.08,CUST2761,ORD10806
2023-07-26,Electronics,Headphones,North,Bob Smith,5,178.83,0.23,686.83,428.19,258.64,CUST7594,ORD27379
2023-11-19,Electronics,Camera,South,Alice Johnson,7,735.92,0.01,5082.87,3194.41,1888.46,CUST1092,ORD88890
2024-09-08,Clothing,Jeans,South,Bob Smith,1,948.27,0.22,737.38,393.28,344.1,CUST9969,ORD41098
2023-06-07,Clothing,T-Shirt,East,Carol Davis,14,678.65,0.02,9273.78,5039.54,4234.25,CUST7698,ORD34162
2024-11-10,Clothing,Shoes,East,Carol Davis,8,994.43,0.03,7707.53,4946.23,2761.3,CUST9216,ORD36225
2023-06-06,Clothing,Jeans,South,Carol Davis,15,127.12,0.14,1636.66,752.79,883.87,CUST5037,ORD44430
2024-09-04,Books,History,East,Carol Davis,1,157.2,0.15,133.43,71.02,62.41,CUST2030,ORD36894
2024-12-03,Sports,Basketball,North,Carol Davis,18,132.52,0.14,2050.43,1375.95,674.48,CUST4397,ORD95762
2024-01-19,Books,Fiction,West,Eve Wilson,17,575.74,0.16,8197.37,5421.14,2776.23,CUST8978,ORD58876
2024-04-01,Sports,Golf,South,Alice Johnson,4,374.76,0.22,1173.68,734.92,438.76,CUST9733,ORD38446
2023-03-06,Books,History,Central,David Brown,13,169.95,0.02,2164.64,1112.4,1052.24,CUST9031,ORD73960
2023-03-05,Home,Kitchen,South,Carol Davis,16,958.92,0.22,11923.94,5285.09,6638.85,CUST1508,ORD76852
2023-06-28,Books,Biography,North,Carol Davis,18,11.66,0.25,157.4,94.7,62.7,CUST3458,ORD36776
2023-06-16,Home,Furniture,West,Bob Smith,15,877.57,0.1,11890.81,6995.5,4895.31,CUST2043,ORD19417
2024-04-24,Sports,Golf,South,Eve Wilson,20,884.19,0.05,16796.08,9403.97,7392.11,CUST7006,ORD16318
2023-11-09,Home,Appliances,East,Alice Johnson,5,728.1,0.25,2729.51,1637.87,1091.64,CUST6231,ORD13142
2023-06-14,Clothing,Shoes,Central,David Brown,11,34.36,0.15,321.3,172.36,148.95,CUST9196,ORD41041
2024-03-20,Clothing,T-Shirt,East,Alice Johnson,15,75.44,0.21,892.21,379.33,512.88,CUST4531,ORD48364
2024-12-05,Electronics,Headphones,Central,Alice Johnson,6,419.94,0.19,2031.19,923.88,1107.31,CUST8612,ORD30125
2024-04-30,Sports,Soccer,West,Carol Davis,4,222.71,0.16,751.15,401.78,349.37,CUST5664,ORD79649
2023-10-11,Clothing,Hat,North,Bob Smith,3,317.69,0.11,847.87,457.94,389.93,CUST7213,ORD37349
2024-01-09,Sports,Golf,North,David Brown,3,283.17,0.22,659.57,302.01,357.56,CUST9998,ORD73676
2024-04-21,Home,Appliances,East,Eve Wilson,7,847.44,0.03,5727.94,3094.37,2633.58,CUST1480,ORD31434
2023-08-01,Books,Non-Fiction,South,Eve Wilson,19,111.98,0.01,2115.39,926.11,1189.28,CUST3273,ORD26328
2024-09-29,Sports,Soccer,North,Eve Wilson,20,507.33,0.04,9719.96,4725.6,4994.36,CUST1516,ORD16089
2023-06-17,Clothing,T-Shirt,East,Bob Smith,1,514.34,0.04,493.24,265.12,228.11,CUST2182,ORD90055
2024-03-14,Electronics,Phone,Central,Carol Davis,20,679.87,0.27,9922.17,6426.3,3495.87,CUST4076,ORD67650
2024-08-11,Electronics,Tablet,East,Alice Johnson,6,783.18,0.16,3954.08,1749.6,2204.48,CUST1942,ORD40804
2023-05-31,Books,History,Central,Bob Smith,9,236.18,0.04,2037.72,1358.13,679.58,CUST1330,ORD98756
2023-06-05,Home,Garden,North,Alice Johnson,19,230.53,0.16,3680.17,1863.45,1816.72,CUST7847,ORD82093
2023-04-21,Sports,Tennis,East,Carol Davis,14,314.23,0.24,3351.01,1551.25,1799.76,CUST1348,ORD63268
2024-06-05,Books,History,South,Carol Davis,14,199.4,0.27,2030.54,986.58,1043.96,CUST7031,ORD29769
2023-06-09,Books,History,East,Alice Johnson,14,997.56,0.21,11091.13,5704.45,5386.68,CUST7563,ORD35336
2023-06-19,Sports,Basketball,South,David Brown,6,169.29,0.12,889.13,435.46,453.67,CUST3687,ORD70970
2023-02-22,Sports,Basketball,North,David Brown,11,389.97,0.17,3560.4,2043.4,1517.01,CUST3487,ORD94340
2024-10-24,Books,Non-Fiction,Central,Carol Davis,17,856.37,0.05,13899.61,7149.99,6749.62,CUST4478,ORD21948
2023-03-11,Sports,Tennis,West,Eve Wilson,7,313.48,0.23,1693.5,1140.27,553.22,CUST4757,ORD27118
2023-12-22,Clothing,Hat,Central,David Brown,5,95.07,0.09,431.99,176.34,255.64,CUST7618,ORD25806
2023-07-30,Home,Appliances,West,Carol Davis,4,498.81,0.05,1895.63,1274.97,620.66,CUST8725,ORD74819
2024-03-05,Electronics,Laptop,West,Alice Johnson,11,543.41,0.06,5628.97,2614.78,3014.2,CUST6274,ORD10754
2024-06-10,Electronics,Headphones,South,David Brown,12,688.15,0.1,7397.53,4944.13,2453.41,CUST7515,ORD99439
2024-08-11,Home,Decor,North,David Brown,5,571.54,0.11,2530.86,1665.41,865.45,CUST5047,ORD93923
2023-02-18,Books,Biography,East,Carol Davis,20,989.02,0.12,17443.61,8986.39,8457.22,CUST6946,ORD65016
2023-10-30,Sports,Golf,North,Bob Smith,7,149.09,0.25,779.74,354.55,425.19,CUST3421,ORD44217
2023-08-28,Electronics,Phone,South,David Brown,16,983.19,0.03,15298.88,7281.43,8017.45,CUST6564,ORD84933
2023-06-30,Books,Biography,Central,David Brown,3,114.72,0.21,273.05,177.29,95.76,CUST7886,ORD82321
2023-12-23,Electronics,Phone,Central,David Brown,18,308.68,0.19,4493.79,2787.12,1706.67,CUST6387,ORD51194
2023-11-30,Home,Furniture,Central,David Brown,18,278.71,0.06,4716.71,2322.74,2393.96,CUST2165,ORD83180
2024-01-31,Clothing,Shoes,West,David Brown,20,853.15,0.17,14126.55,7914.55,6212.0,CUST7755,ORD96737
2023-06-07,Home,Furniture,West,Carol Davis,14,741.2,0.13,9006.43,4495.4,4511.03,CUST9243,ORD74114
2024-07-28,Clothing,Hat,South,Bob Smith,14,532.41,0.06,7029.09,4402.75,2626.34,CUST3958,ORD60644
2023-01-28,Books,Fiction,East,Eve Wilson,18,327.78,0.25,4428.6,2103.92,2324.68,CUST6940,ORD48036
2023-12-01,Home,Furniture,South,Eve Wilson,18,785.12,0.1,12754.31,6855.21,5899.1,CUST2521,ORD97073
2024-01-16,Home,Furniture,North,Carol Davis,17,310.65,0.04,5082.47,3238.75,1843.71,CUST2736,ORD25831
2023-07-26,Books,Fiction,West,David Brown,10,821.99,0.24,6257.78,3089.53,3168.25,CUST2076,ORD13766
2024-05-20,Home,Furniture,North,Alice Johnson,2,517.65,0.23,794.91,522.87,272.04,CUST8160,ORD57990
2024-04-01,Clothing,T-Shirt,South,Carol Davis,14,730.94,0.3,7193.79,4407.93,2785.86,CUST2735,ORD26578
2024-07-23,Home,Furniture,West,Carol Davis,18,981.55,0.04,17029.97,8674.14,8355.83,CUST5536,ORD97214
2024-11-29,Clothing,Jacket,East,David Brown,17,571.14,0.26,7210.9,4522.98,2687.93,CUST1347,ORD30778
2023-10-01,Home,Decor,East,Eve Wilson,20,78.76,0.11,1400.08,959.51,440.58,CUST5864,ORD32501
2023-08-09,Electronics,Headphones,East,Bob Smith,1,286.36,0.17,238.71,120.35,118.37,CUST2213,ORD89122
2024-03-29,Sports,Tennis,Central,Carol Davis,11,562.93,0.18,5060.61,2846.78,2213.83,CUST6701,ORD44009
2024-08-04,Electronics,Phone,South,David Brown,15,968.52,0.29,10292.69,5199.56,5093.14,CUST9315,ORD35981
2023-09-17,Home,Garden,South,Eve Wilson,14,953.54,0.21,10587.12,7217.1,3370.03,CUST7179,ORD34002
2023-08-12,Sports,Soccer,East,David Brown,6,324.23,0.28,1397.42,670.81,726.61,CUST9516,ORD22759
2024-01-02,Electronics,Headphones,East,Bob Smith,10,714.58,0.02,6994.1,3588.36,3405.74,CUST3853,ORD80898
2024-04-27,Home,Appliances,South,David Brown,20,175.43,0.14,3028.48,2065.48,962.99,CUST1613,ORD71146
2023-03-11,Home,Kitchen,East,Bob Smith,6,193.42,0.23,889.58,563.99,325.59,CUST7933,ORD52016
2024-08-11,Home,Garden,East,Alice Johnson,6,749.01,0.11,3980.67,2257.48,1723.19,CUST4351,ORD43097
2024-03-01,Clothing,Jeans,Central,Bob Smith,16,505.48,0.22,6336.49,3008.71,3327.78,CUST8824,ORD51429
2023-05-20,Sports,Basketball,West,Alice Johnson,5,773.01,0.02,3780.93,1822.98,1957.95,CUST8882,ORD48455
2023-02-13,Clothing,Jeans,Central,David Brown,4,600.59,0.19,1944.57,1084.2,860.37,CUST1725,ORD25731
2024-09-07,Clothing,T-Shirt,South,Carol Davis,18,657.12,0.18,9749.41,5814.94,3934.47,CUST5289,ORD94019
2024-08-11,Books,Fiction,West,Eve Wilson,19,27.6,0.19,423.41,268.12,155.28,CUST6117,ORD59835
2023-08-21,Home,Decor,Central,Eve Wilson,17,87.7,0.16,1251.42,578.68,672.74,CUST7020,ORD78973
2024-04-20,Sports,Football,East,Alice Johnson,5,392.82,0.02,1918.94,769.74,1149.2,CUST2134,ORD13328
2023-12-16,Electronics,Laptop,Central,David Brown,10,118.52,0.28,856.44,565.71,290.73,CUST2842,ORD62603
2023-05-27,Clothing,Jeans,North,Carol Davis,14,997.1,0.21,10968.49,6215.25,4753.24,CUST5277,ORD53602
2024-05-13,Books,Science,North,Carol Davis,3,746.81,0.28,1612.19,894.46,717.73,CUST2992,ORD10496
2024-03-21,Clothing,Jacket,Central,Carol Davis,7,385.73,0.03,2615.17,1784.17,831.0,CUST9841,ORD88253
2024-03-07,Electronics,Tablet,South,Eve Wilson,7,52.69,0.19,300.05,156.66,143.39,CUST7149,ORD92266
2024-02-13,Clothing,Jacket,West,David Brown,2,580.18,0.09,1061.65,498.51,563.13,CUST6359,ORD44304
2024-10-10,Electronics,Tablet,East,Bob Smith,16,692.01,0.03,10714.89,5635.45,5079.44,CUST7374,ORD24176
2023-07-26,Home,Garden,West,Carol Davis,16,250.32,0.13,3466.52,2302.82,1163.7,CUST9633,ORD34028
2024-04-19,Electronics,Phone,Central,Alice Johnson,13,614.22,0.05,7574.9,4201.32,3373.58,CUST6667,ORD99982
2024-06-18,Electronics,Laptop,East,Bob Smith,6,658.2,0.14,3395.25,1727.31,1667.94,CUST9250,ORD14403
2023-08-01,Sports,Golf,Central,Carol Davis,19,476.14,0.17,7467.72,3322.72,4145.01,CUST2936,ORD17156
2024-03-07,Sports,Soccer,East,Alice Johnson,1,262.32,0.24,199.24,139.1,60.14,CUST5710,ORD81438
2024-07-31,Sports,Basketball,East,Bob Smith,2,73.22,0.3,103.0,43.32,59.68,CUST3144,ORD83885
2023-05-28,Home,Furniture,North,Carol Davis,9,979.09,0.2,7080.28,4130.23,2950.05,CUST3462,ORD44638
2024-04-22,Electronics,Phone,West,Alice Johnson,12,607.81,0.14,6298.14,4168.86,2129.27,CUST7513,ORD28419
2024-01-28,Electronics,Tablet,South,Carol Davis,6,386.25,0.13,2021.1,1380.35,640.75,CUST2663,ORD20139
2023-04-06,Clothing,T-Shirt,East,Bob Smith,10,464.49,0.17,3833.9,1540.26,2293.64,CUST9140,ORD39727
2023-02-09,Electronics,Headphones,East,David Brown,15,74.68,0.04,1079.54,478.86,600.69,CUST2414,ORD43532
2024-01-06,Sports,Football,East,Carol Davis,4,116.37,0.2,373.36,170.85,202.5,CUST9763,ORD24407
2023-10-09,Sports,Tennis,North,David Brown,20,690.24,0.08,12648.42,6823.35,5825.07,CUST8062,ORD44622
2024-12-16,Clothing,T-Shirt,South,Alice Johnson,10,885.65,0.25,6657.87,4539.31,2118.56,CUST8534,ORD82528
2024-11-16,Sports,Football,Central,Eve Wilson,6,414.6,0.02,2426.24,1004.02,1422.22,CUST8544,ORD85492
2023-02-06,Clothing,Jeans,West,Alice Johnson,2,953.26,0.15,1629.44,796.27,833.17,CUST1136,ORD87958
2023-05-27,Electronics,Laptop,South,Eve Wilson,12,612.49,0.04,7068.67,3754.67,3314.0,CUST4537,ORD75282
2023-02-16,Books,Science,Central,Alice Johnson,7,823.02,0.17,4764.89,2925.53,1839.35,CUST8315,ORD20488
2024-06-09,Clothing,T-Shirt,Central,Carol Davis,16,198.81,0.06,3004.25,1691.42,1312.83,CUST3100,ORD84658
2024-09-26,Home,Furniture,East,Bob Smith,16,108.43,0.18,1421.73,881.81,539.92,CUST8132,ORD38381
2024-09-09,Sports,Basketball,East,Bob Smith,5,685.84,0.08,3166.51,1519.85,1646.66,CUST7382,ORD78282
2023-12-31,Home,Appliances,South,Alice Johnson,20,821.98,0.01,16302.26,6907.98,9394.29,CUST8647,ORD25930
2023-10-19,Clothing,Jacket,Central,Eve Wilson,2,21.99,0.17,36.59,21.73,14.86,CUST4470,ORD52072
2024-06-12,Clothing,Jeans,South,Carol Davis,18,323.24,0.13,5086.8,3216.02,1870.78,CUST2998,ORD29624
2023-08-02,Clothing,Shoes,West,Alice Johnson,18,65.25,0.02,1152.96,668.25,484.71,CUST9991,ORD86798
2023-12-23,Books,Biography,West,Bob Smith,15,418.28,0.25,4696.6,2999.9,1696.7,CUST8855,ORD68476
2023-06-10,Sports,Golf,West,Carol Davis,9,538.4,0.16,4062.25,1779.94,2282.31,CUST5314,ORD48922
2024-11-13,Electronics,Camera,West,Alice Johnson,9,204.06,0.23,1422.99,982.74,440.25,CUST7722,ORD69634
2023-04-09,Electronics,Phone,West,Carol Davis,11,88.01,0.03,943.9,483.38,460.52,CUST1807,ORD96486
2024-11-07,Clothing,Hat,South,Bob Smith,8,539.73,0.02,4221.99,1833.62,2388.37,CUST1871,ORD10047
2024-07-18,Clothing,Jeans,East,David Brown,11,380.11,0.09,3806.7,2067.04,1739.65,CUST9148,ORD78985
2024-07-11,Sports,Golf,Central,Eve Wilson,6,717.79,0.0,4296.37,2569.47,1726.9,CUST9932,ORD62461
2024-03-05,Electronics,Tablet,Central,Eve Wilson,15,490.17,0.01,7291.89,4848.26,2443.63,CUST8545,ORD52560
2024-06-14,Home,Garden,West,David Brown,8,358.53,0.03,2770.53,1801.18,969.35,CUST1233,ORD63264
2023-09-25,Electronics,Tablet,East,Alice Johnson,20,207.12,0.02,4057.97,2059.81,1998.16,CUST5206,ORD96761
2024-01-05,Clothing,Jeans,South,Eve Wilson,17,650.56,0.12,9691.44,4793.81,4897.63,CUST8531,ORD92417
2023-12-12,Clothing,T-Shirt,North,David Brown,18,779.21,0.27,10300.77,7055.98,3244.79,CUST5783,ORD57159
2024-12-09,Home,Kitchen,West,Carol Davis,18,520.35,0.14,8009.65,3775.5,4234.16,CUST9083,ORD26265
2023-12-03,Home,Garden,East,David Brown,14,809.41,0.03,11015.44,5825.62,5189.83,CUST1123,ORD92242
2023-11-13,Clothing,Hat,Central,David Brown,15,19.37,0.04,278.45,156.69,121.76,CUST8264,ORD59564
2024-09-18,Sports,Tennis,East,Carol Davis,3,792.94,0.29,1685.1,1068.85,616.25,CUST4140,ORD30478
2024-12-20,Electronics,Camera,West,Eve Wilson,17,429.83,0.28,5296.72,2171.28,3125.43,CUST8264,ORD24631
2024-11-22,Sports,Golf,Central,Carol Davis,10,717.31,0.17,5968.72,3257.56,2711.16,CUST8929,ORD17105
2024-10-26,Books,Biography,East,Bob Smith,20,997.34,0.1,17938.47,9320.06,8618.42,CUST7406,ORD84905
2024-08-04,Books,Non-Fiction,South,Carol Davis,7,909.57,0.16,5378.0,3203.51,2174.49,CUST1691,ORD81136
2024-11-01,Clothing,Shoes,South,Carol Davis,15,509.96,0.24,5837.23,3065.62,2771.61,CUST4768,ORD89398
2024-09-28,Electronics,Laptop,South,Alice Johnson,5,479.37,0.26,1765.9,1159.98,605.92,CUST4523,ORD70763
2024-10-21,Clothing,Hat,East,Bob Smith,19,564.32,0.14,9222.02,5549.65,3672.36,CUST1540,ORD61590
2023-09-20,Home,Decor,West,Carol Davis,13,49.23,0.23,490.23,231.95,258.29,CUST5584,ORD69532
2024-04-25,Home,Decor,West,Alice Johnson,1,167.05,0.29,119.15,61.02,58.12,CUST6826,ORD26805
2024-08-04,Books,Science,Central,Eve Wilson,20,330.64,0.22,5181.25,2977.73,2203.52,CUST4913,ORD41772
2024-11-29,Home,Kitchen,West,Carol Davis,8,280.21,0.05,2138.61,1148.33,990.28,CUST2730,ORD10852
2024-10-26,Books,Non-Fiction,North,Bob Smith,3,983.36,0.07,2749.77,1221.37,1528.4,CUST1031,ORD28566
2023-03-28,Electronics,Headphones,Central,Eve Wilson,9,99.09,0.11,795.1,532.16,262.94,CUST2095,ORD76781
2023-04-26,Books,Non-Fiction,North,Alice Johnson,1,663.53,0.26,488.03,327.76,160.27,CUST3749,ORD71362
2023-07-24,Electronics,Phone,North,Carol Davis,20,81.7,0.04,1565.6,987.25,578.35,CUST2919,ORD26809
2023-07-12,Sports,Tennis,East,Eve Wilson,13,227.97,0.28,2133.22,1072.4,1060.82,CUST2717,ORD48492
